"","BTI","NPN","AGL","MNP","SOL","SBK","NED","ABG","SHP","FSR"
"372847",NaN,NaN,566,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"372848",4,NaN,400,8,NaN,NaN,NaN,NaN,NaN,NaN
"372849",NaN,NaN,NaN,NaN,NaN,710,NaN,NaN,NaN,2801
"372850",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2790
"372853",5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,490,NaN
"372854",NaN,NaN,NaN,NaN,NaN,31,NaN,NaN,NaN,NaN
"372856",NaN,NaN,32,NaN,NaN,NaN,NaN,1728,NaN,NaN
"372857",NaN,NaN,373,NaN,14,NaN,NaN,47,32,NaN
"372858",6,NaN,NaN,NaN,NaN,NaN,NaN,154,NaN,NaN
"372860",NaN,NaN,206,NaN,NaN,NaN,NaN,NaN,NaN,361
"372863",229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"372864",NaN,NaN,NaN,NaN,NaN,NaN,NaN,697,NaN,NaN
"372865",NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN
"372866",NaN,NaN,NaN,NaN,NaN,NaN,NaN,83,NaN,NaN
"372867",8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"372868",NaN,NaN,NaN,NaN,NaN,810,NaN,NaN,NaN,NaN
"372871",NaN,NaN,NaN,NaN,512,NaN,NaN,NaN,NaN,NaN
"372872",NaN,NaN,400,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"372873",NaN,NaN,NaN,NaN,609,NaN,NaN,NaN,NaN,NaN
"372874",NaN,NaN,3359,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"372875",NaN,NaN,NaN,NaN,711,NaN,NaN,NaN,NaN,NaN
"372876",NaN,NaN,NaN,61,NaN,NaN,NaN,NaN,NaN,NaN
"372877",NaN,NaN,1200,NaN,NaN,NaN,33,120,NaN,NaN
"372878",NaN,NaN,NaN,NaN,76,107,NaN,1962,NaN,NaN
"372879",NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,NaN,NaN
"372880",NaN,NaN,NaN,NaN,NaN,NaN,NaN,439,119,NaN
"372881",319,145,22,30,391,428,NaN,NaN,NaN,NaN
"372882",24,110,13,NaN,NaN,1580,NaN,NaN,223,8098
"372883",NaN,282,NaN,NaN,NaN,NaN,618,NaN,NaN,NaN
"372884",NaN,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2016
"372886",NaN,NaN,NaN,NaN,NaN,NaN,45,NaN,NaN,4112
"372887",23,35,165,NaN,139,106,33,NaN,NaN,711
"372888",NaN,199,NaN,NaN,NaN,NaN,200,1035,NaN,NaN
"372889",NaN,NaN,NaN,NaN,NaN,NaN,NaN,89,NaN,NaN
"372890",NaN,NaN,NaN,NaN,NaN,NaN,434,155,NaN,1842
"372891",NaN,NaN,NaN,NaN,NaN,781,NaN,NaN,NaN,NaN
"372892",NaN,NaN,NaN,NaN,NaN,543,NaN,NaN,NaN,NaN
"372893",NaN,NaN,NaN,NaN,NaN,1125,NaN,NaN,NaN,NaN
"372899",127,NaN,NaN,NaN,NaN,NaN,169,917,NaN,NaN
"372900",NaN,NaN,NaN,310,NaN,NaN,NaN,690,NaN,NaN
"372902",NaN,NaN,NaN,NaN,NaN,NaN,NaN,458,NaN,NaN
"372903",NaN,NaN,NaN,NaN,96,NaN,NaN,NaN,NaN,NaN
"372904",NaN,NaN,NaN,NaN,NaN,NaN,194,739,NaN,NaN
"372905",NaN,NaN,NaN,NaN,NaN,NaN,NaN,444,NaN,361
"372906",NaN,NaN,NaN,NaN,NaN,NaN,NaN,888,NaN,NaN
"372907",NaN,NaN,NaN,NaN,NaN,NaN,1342,444,NaN,NaN
"372908",NaN,NaN,NaN,NaN,NaN,NaN,7,61,NaN,NaN
"372909",NaN,NaN,NaN,NaN,NaN,671,NaN,96,NaN,5400
"372910",NaN,NaN,NaN,121,NaN,NaN,NaN,NaN,NaN,NaN
"372911",NaN,10,NaN,NaN,NaN,581,NaN,NaN,NaN,NaN
"372912",299,421,6833,270,1621,2060,511,2393,574,2650
"372913",NaN,NaN,269,NaN,79,NaN,NaN,150,NaN,NaN
"372914",107,35,NaN,30,46,105,286,60,39,NaN
"372915",24,NaN,NaN,NaN,NaN,NaN,NaN,452,NaN,NaN
"372916",168,397,405,201,368,1729,456,151,1419,NaN
"372917",NaN,133,NaN,NaN,NaN,NaN,NaN,41,NaN,NaN
"372918",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,223,NaN
"372919",NaN,73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"372922",NaN,93,NaN,NaN,139,NaN,NaN,NaN,NaN,NaN
"372923",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,346,NaN
"372925",NaN,NaN,NaN,NaN,NaN,673,NaN,NaN,NaN,NaN
"372926",NaN,380,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"372927",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,360
"372930",NaN,NaN,NaN,NaN,879,NaN,NaN,NaN,NaN,NaN
"372932",NaN,NaN,NaN,NaN,23,NaN,NaN,NaN,NaN,NaN
"372933",NaN,NaN,NaN,NaN,NaN,817,NaN,NaN,NaN,NaN
"372935",NaN,44,NaN,NaN,NaN,1911,NaN,NaN,NaN,NaN
"372937",NaN,NaN,NaN,NaN,NaN,NaN,66,NaN,NaN,NaN
"372938",NaN,NaN,NaN,NaN,75,NaN,NaN,NaN,NaN,NaN
"372939",NaN,215,NaN,39,NaN,NaN,NaN,NaN,NaN,NaN
"372942",NaN,NaN,NaN,NaN,1034,NaN,NaN,NaN,9,NaN
"372945",NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN
"372946",NaN,NaN,NaN,NaN,158,NaN,NaN,NaN,NaN,NaN
"372947",NaN,NaN,NaN,NaN,158,NaN,NaN,NaN,NaN,NaN
"372948",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1538,NaN
"372950",NaN,NaN,NaN,NaN,NaN,NaN,NaN,85,NaN,361
"372952",NaN,NaN,NaN,NaN,75,NaN,NaN,NaN,NaN,NaN
"372958",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2058,NaN,NaN
"372959",NaN,NaN,NaN,NaN,NaN,NaN,NaN,206,NaN,NaN
"372963",NaN,NaN,NaN,NaN,NaN,809,NaN,NaN,NaN,NaN
"372965",NaN,NaN,NaN,1622,NaN,NaN,NaN,NaN,NaN,NaN
"372967",NaN,NaN,NaN,NaN,NaN,135,NaN,NaN,NaN,NaN
"372969",NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN
"372971",NaN,NaN,NaN,NaN,NaN,NaN,454,NaN,NaN,NaN
"372972",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2093
"372974",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2349
"372976",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1835,NaN
"372977",NaN,NaN,NaN,NaN,NaN,1212,NaN,1523,NaN,NaN
"372978",NaN,NaN,NaN,NaN,73,NaN,814,1019,NaN,3905
"372979",NaN,NaN,NaN,494,302,NaN,NaN,NaN,NaN,NaN
"372980",NaN,NaN,4321,862,NaN,NaN,NaN,NaN,NaN,NaN
"372981",NaN,NaN,NaN,NaN,NaN,NaN,NaN,318,NaN,NaN
"372984",NaN,NaN,NaN,146,NaN,NaN,NaN,NaN,NaN,NaN
"372985",NaN,372,NaN,NaN,NaN,1026,174,NaN,1926,NaN
"372986",NaN,18,80,NaN,NaN,NaN,NaN,202,NaN,7271
"372988",NaN,NaN,NaN,NaN,NaN,865,NaN,219,NaN,NaN
"372989",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,600,NaN
"372991",NaN,NaN,NaN,31,NaN,639,133,NaN,NaN,4032
"372992",NaN,NaN,NaN,NaN,NaN,NaN,215,NaN,NaN,NaN
"372993",NaN,NaN,14,307,NaN,NaN,NaN,NaN,NaN,NaN
"372995",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,361
"372996",NaN,379,248,NaN,NaN,NaN,NaN,181,393,NaN
"372998",NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"372999",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,275,NaN
"373001",83,NaN,NaN,NaN,NaN,NaN,240,NaN,NaN,20328
"373002",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2528
"373004",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1586
"373008",NaN,NaN,NaN,NaN,560,NaN,NaN,NaN,42,NaN
"373009",NaN,NaN,765,NaN,270,NaN,NaN,NaN,NaN,NaN
"373010",NaN,NaN,NaN,NaN,175,NaN,NaN,NaN,NaN,NaN
"373011",NaN,NaN,NaN,NaN,205,NaN,NaN,NaN,NaN,NaN
"373012",1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373013",NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN
"373015",NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN
"373016",NaN,NaN,NaN,NaN,NaN,NaN,NaN,200,NaN,10
"373017",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,360
"373019",NaN,NaN,NaN,NaN,NaN,NaN,66,NaN,NaN,NaN
"373020",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN
"373024",NaN,NaN,NaN,NaN,NaN,NaN,NaN,606,NaN,NaN
"373025",NaN,NaN,NaN,NaN,154,NaN,NaN,NaN,NaN,NaN
"373026",NaN,NaN,NaN,NaN,NaN,NaN,NaN,115,NaN,NaN
"373033",150,NaN,NaN,NaN,NaN,240,NaN,NaN,NaN,NaN
"373040",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,360
"373043",61,107,248,213,NaN,639,NaN,NaN,NaN,NaN
"373044",NaN,NaN,20,NaN,NaN,1068,263,NaN,NaN,NaN
"373045",216,210,2517,343,276,7256,198,5658,203,3200
"373046",NaN,105,733,90,524,NaN,2027,1347,351,9481
"373047",48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373048",NaN,179,NaN,60,391,NaN,NaN,NaN,78,NaN
"373049",72,105,462,90,NaN,315,99,180,55,2459
"373050",NaN,NaN,NaN,NaN,138,NaN,NaN,NaN,362,NaN
"373051",NaN,NaN,NaN,NaN,NaN,NaN,19,300,NaN,NaN
"373052",NaN,NaN,NaN,2,154,NaN,NaN,NaN,NaN,NaN
"373053",NaN,NaN,NaN,NaN,NaN,2140,500,NaN,NaN,NaN
"373058",NaN,NaN,NaN,163,NaN,NaN,NaN,NaN,NaN,NaN
"373059",NaN,66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373060",NaN,NaN,492,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373062",NaN,NaN,810,NaN,NaN,NaN,NaN,69,NaN,361
"373064",NaN,NaN,25,NaN,NaN,NaN,NaN,NaN,NaN,992
"373067",NaN,NaN,706,NaN,89,NaN,NaN,181,NaN,NaN
"373068",NaN,NaN,1531,NaN,NaN,NaN,466,NaN,NaN,NaN
"373069",NaN,NaN,NaN,NaN,NaN,NaN,978,NaN,NaN,NaN
"373070",NaN,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373071",NaN,NaN,53,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373073",NaN,NaN,NaN,NaN,NaN,8891,NaN,781,NaN,NaN
"373074",NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,1055,NaN
"373076",61,NaN,NaN,415,NaN,NaN,379,55,NaN,NaN
"373077",NaN,NaN,NaN,NaN,NaN,NaN,540,200,NaN,NaN
"373078",NaN,46,1117,NaN,427,264,136,NaN,NaN,NaN
"373079",61,NaN,NaN,NaN,NaN,NaN,NaN,181,NaN,NaN
"373080",NaN,NaN,NaN,NaN,377,NaN,NaN,NaN,NaN,NaN
"373081",NaN,NaN,NaN,101,NaN,NaN,NaN,NaN,NaN,NaN
"373082",NaN,NaN,NaN,NaN,NaN,NaN,NaN,785,NaN,NaN
"373083",NaN,NaN,NaN,NaN,NaN,375,NaN,300,NaN,NaN
"373085",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,167,360
"373086",NaN,NaN,NaN,514,NaN,NaN,NaN,NaN,NaN,NaN
"373088",NaN,NaN,332,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373089",300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373091",NaN,NaN,NaN,496,NaN,NaN,NaN,NaN,NaN,NaN
"373093",NaN,NaN,NaN,283,NaN,NaN,NaN,NaN,NaN,NaN
"373094",1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373095",NaN,332,NaN,612,NaN,NaN,NaN,NaN,NaN,NaN
"373096",NaN,NaN,NaN,NaN,NaN,971,NaN,NaN,NaN,NaN
"373097",NaN,NaN,NaN,NaN,NaN,NaN,NaN,20,NaN,NaN
"373098",NaN,NaN,NaN,NaN,NaN,21,NaN,NaN,NaN,NaN
"373099",NaN,115,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373101",NaN,NaN,NaN,NaN,NaN,NaN,770,NaN,NaN,NaN
"373105",NaN,NaN,NaN,NaN,NaN,NaN,NaN,27,NaN,NaN
"373107",351,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,361
"373109",229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373110",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17,NaN
"373112",NaN,NaN,21,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373113",NaN,NaN,2205,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373114",NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN
"373115",150,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373117",NaN,NaN,NaN,341,NaN,NaN,NaN,NaN,NaN,NaN
"373118",NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,NaN,NaN
"373120",NaN,NaN,NaN,314,NaN,NaN,NaN,NaN,NaN,NaN
"373121",NaN,NaN,NaN,NaN,NaN,NaN,58,NaN,NaN,NaN
"373122",150,NaN,119,NaN,92,NaN,NaN,NaN,NaN,NaN
"373125",200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373126",NaN,NaN,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN
"373128",229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373129",NaN,NaN,10,NaN,NaN,NaN,NaN,33,NaN,NaN
"373130",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,360
"373135",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,125
"373137",NaN,NaN,NaN,NaN,NaN,NaN,3032,NaN,NaN,NaN
"373138",NaN,NaN,3472,NaN,NaN,NaN,49,NaN,NaN,5776
"373139",NaN,189,863,46,NaN,NaN,NaN,NaN,NaN,NaN
"373140",NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373141",NaN,NaN,NaN,NaN,NaN,56,131,NaN,NaN,NaN
"373143",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,NaN
"373144",NaN,NaN,173,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373145",NaN,NaN,NaN,NaN,NaN,5,449,33,NaN,1807
"373146",NaN,NaN,2845,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373147",NaN,NaN,7312,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373148",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,NaN
"373149",NaN,NaN,884,NaN,NaN,NaN,NaN,NaN,NaN,2581
"373150",NaN,NaN,885,NaN,554,NaN,NaN,NaN,NaN,NaN
"373151",150,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373152",NaN,NaN,NaN,NaN,NaN,2341,NaN,1683,1108,459
"373153",NaN,NaN,NaN,NaN,NaN,NaN,NaN,751,NaN,NaN
"373155",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,336,NaN
"373156",NaN,NaN,NaN,NaN,NaN,NaN,NaN,375,NaN,NaN
"373157",NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN
"373158",NaN,265,NaN,NaN,NaN,NaN,NaN,215,NaN,NaN
"373161",NaN,66,NaN,NaN,NaN,NaN,NaN,1078,NaN,NaN
"373162",NaN,NaN,1518,NaN,257,NaN,NaN,423,NaN,NaN
"373163",NaN,NaN,NaN,NaN,NaN,NaN,846,NaN,NaN,NaN
"373164",NaN,NaN,NaN,NaN,NaN,NaN,NaN,195,NaN,4874
"373165",NaN,NaN,NaN,NaN,NaN,NaN,NaN,3227,NaN,3628
"373166",NaN,NaN,NaN,NaN,NaN,NaN,NaN,999,NaN,NaN
"373167",NaN,NaN,NaN,NaN,279,NaN,NaN,NaN,NaN,NaN
"373168",NaN,NaN,NaN,NaN,NaN,NaN,NaN,3345,NaN,NaN
"373171",91,NaN,1083,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373173",NaN,300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373175",NaN,357,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3792
"373176",231,24,NaN,NaN,176,NaN,NaN,NaN,NaN,NaN
"373177",150,134,NaN,289,NaN,NaN,NaN,NaN,NaN,NaN
"373178",NaN,NaN,96,286,NaN,NaN,NaN,1761,NaN,NaN
"373179",NaN,435,NaN,NaN,136,NaN,NaN,800,NaN,36
"373180",NaN,NaN,NaN,631,NaN,NaN,NaN,NaN,NaN,NaN
"373181",NaN,NaN,NaN,254,NaN,NaN,NaN,NaN,NaN,NaN
"373182",NaN,NaN,NaN,512,NaN,NaN,NaN,NaN,NaN,NaN
"373183",NaN,NaN,NaN,429,NaN,NaN,NaN,NaN,NaN,NaN
"373184",NaN,NaN,NaN,238,NaN,NaN,NaN,NaN,NaN,NaN
"373185",NaN,NaN,1410,61,NaN,NaN,NaN,NaN,NaN,NaN
"373186",NaN,NaN,884,NaN,261,2140,NaN,NaN,NaN,NaN
"373188",NaN,115,269,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373191",NaN,197,400,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373192",NaN,586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373193",NaN,244,867,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373197",NaN,717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373198",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,361
"373202",NaN,NaN,NaN,NaN,NaN,1051,NaN,NaN,NaN,NaN
"373203",NaN,NaN,NaN,913,NaN,NaN,NaN,NaN,NaN,NaN
"373205",NaN,NaN,NaN,NaN,142,NaN,NaN,NaN,NaN,NaN
"373206",14,NaN,NaN,NaN,NaN,NaN,500,NaN,NaN,NaN
"373207",NaN,1420,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373208",127,132,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373209",NaN,NaN,NaN,NaN,NaN,NaN,239,NaN,NaN,NaN
"373212",NaN,NaN,NaN,NaN,NaN,2485,NaN,NaN,NaN,NaN
"373215",NaN,NaN,849,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373216",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,596,NaN
"373219",NaN,NaN,15,NaN,31,NaN,NaN,NaN,NaN,NaN
"373220",NaN,NaN,NaN,NaN,854,NaN,NaN,NaN,NaN,360
"373223",NaN,NaN,875,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373224",NaN,5,NaN,NaN,NaN,251,NaN,NaN,NaN,NaN
"373228",NaN,NaN,NaN,NaN,NaN,NaN,500,NaN,NaN,NaN
"373232",NaN,NaN,62,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373233",NaN,NaN,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373234",NaN,NaN,NaN,NaN,NaN,NaN,500,NaN,NaN,NaN
"373235",NaN,NaN,NaN,285,NaN,NaN,NaN,NaN,NaN,NaN
"373239",NaN,NaN,242,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373240",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1176
"373242",180,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373243",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,646,360
"373245",NaN,NaN,NaN,NaN,222,NaN,NaN,NaN,NaN,NaN
"373247",NaN,NaN,NaN,NaN,200,NaN,NaN,NaN,NaN,NaN
"373248",NaN,NaN,NaN,NaN,691,NaN,NaN,NaN,NaN,NaN
"373249",NaN,NaN,NaN,NaN,97,NaN,NaN,NaN,NaN,NaN
"373250",NaN,NaN,2015,NaN,NaN,NaN,NaN,NaN,NaN,5000
"373251",NaN,NaN,3534,NaN,1858,NaN,NaN,NaN,NaN,12930
"373252",239,331,1084,331,1223,1384,559,3282,570,12209
"373253",237,NaN,623,33,809,NaN,NaN,NaN,NaN,2613
"373254",200,430,400,NaN,519,3516,297,2116,264,3947
"373255",NaN,NaN,NaN,NaN,NaN,2032,823,2857,NaN,11681
"373258",16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373261",NaN,NaN,NaN,NaN,NaN,NaN,NaN,944,5,NaN
"373264",218,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87,14
"373265",NaN,99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,361
"373266",NaN,NaN,NaN,NaN,249,NaN,NaN,NaN,NaN,NaN
"373267",3,1,4,5,100,161,6,128,NaN,23
"373268",NaN,NaN,NaN,28,5,8,NaN,NaN,9,40
"373269",229,54,NaN,287,66,NaN,NaN,NaN,NaN,NaN
"373271",229,NaN,NaN,NaN,NaN,569,NaN,968,NaN,NaN
"373272",NaN,NaN,1200,NaN,NaN,NaN,NaN,NaN,NaN,6464
"373274",NaN,194,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373278",NaN,NaN,NaN,32,NaN,NaN,NaN,NaN,NaN,NaN
"373279",NaN,NaN,NaN,NaN,427,NaN,NaN,NaN,NaN,NaN
"373280",NaN,NaN,NaN,NaN,16,NaN,NaN,NaN,NaN,NaN
"373286",NaN,NaN,NaN,NaN,160,NaN,NaN,537,NaN,NaN
"373287",NaN,NaN,NaN,NaN,NaN,NaN,NaN,1113,NaN,NaN
"373288",91,NaN,NaN,NaN,NaN,NaN,49,2000,NaN,360
"373289",NaN,NaN,NaN,790,NaN,NaN,NaN,2147,NaN,NaN
"373290",NaN,NaN,NaN,NaN,NaN,NaN,3,1110,NaN,NaN
"373291",NaN,NaN,NaN,NaN,NaN,NaN,NaN,1621,NaN,NaN
"373292",NaN,NaN,NaN,NaN,NaN,NaN,NaN,1961,NaN,NaN
"373293",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2630,NaN,2912
"373294",NaN,460,NaN,NaN,NaN,NaN,NaN,4288,NaN,NaN
"373295",NaN,NaN,NaN,NaN,NaN,NaN,NaN,1600,NaN,NaN
"373296",NaN,250,NaN,NaN,NaN,1688,3179,2321,NaN,1250
"373297",NaN,279,NaN,NaN,NaN,NaN,111,1397,NaN,NaN
"373298",NaN,NaN,1500,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373299",NaN,NaN,NaN,NaN,80,NaN,NaN,NaN,NaN,NaN
"373300",NaN,NaN,NaN,NaN,NaN,NaN,NaN,231,NaN,NaN
"373301",NaN,NaN,NaN,3,NaN,NaN,NaN,710,NaN,NaN
"373302",NaN,NaN,NaN,NaN,148,NaN,NaN,NaN,NaN,NaN
"373303",NaN,NaN,NaN,NaN,NaN,771,NaN,NaN,NaN,NaN
"373305",NaN,153,NaN,NaN,92,NaN,105,NaN,NaN,NaN
"373306",NaN,NaN,510,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373309",NaN,NaN,NaN,32,NaN,NaN,NaN,NaN,NaN,NaN
"373310",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2879
"373312",161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373314",500,NaN,NaN,65,1722,NaN,NaN,NaN,NaN,NaN
"373315",NaN,NaN,NaN,NaN,NaN,151,NaN,NaN,NaN,NaN
"373316",NaN,NaN,NaN,NaN,251,NaN,NaN,NaN,NaN,NaN
"373318",NaN,153,NaN,NaN,1531,NaN,779,NaN,NaN,NaN
"373319",NaN,NaN,NaN,NaN,823,NaN,NaN,NaN,NaN,NaN
"373320",96,140,328,181,184,2068,132,240,156,6603
"373321",NaN,35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373322",216,315,738,270,313,945,527,820,695,524
"373323",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1704
"373324",NaN,21,NaN,34,NaN,NaN,NaN,NaN,NaN,NaN
"373325",NaN,NaN,97,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373327",NaN,NaN,NaN,NaN,NaN,166,NaN,NaN,NaN,NaN
"373328",NaN,156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373329",NaN,NaN,NaN,33,NaN,NaN,NaN,NaN,NaN,NaN
"373330",54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373331",NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN
"373332",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,123,NaN
"373333",NaN,NaN,NaN,NaN,NaN,NaN,972,NaN,NaN,360
"373334",NaN,500,NaN,NaN,207,NaN,NaN,NaN,NaN,NaN
"373335",NaN,NaN,NaN,NaN,120,NaN,NaN,NaN,NaN,NaN
"373337",NaN,NaN,2000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373339",NaN,NaN,NaN,NaN,NaN,NaN,272,NaN,NaN,NaN
"373341",NaN,NaN,212,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373342",NaN,NaN,NaN,NaN,38,NaN,NaN,NaN,NaN,NaN
"373344",NaN,NaN,NaN,NaN,NaN,170,NaN,NaN,NaN,NaN
"373345",216,1496,605,200,280,945,620,540,27,3518
"373346",55,409,NaN,NaN,87,1860,864,NaN,NaN,NaN
"373347",NaN,69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373348",NaN,NaN,1500,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373349",NaN,NaN,2045,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"373350",NaN,NaN,1277,70,NaN,NaN,NaN,NaN,NaN,NaN
"373351",NaN,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,7512
"373352",NaN,NaN,1000,NaN,NaN,NaN,NaN,NaN,NaN,2805
"373353",NaN,NaN,663,NaN,NaN,246,462,NaN,NaN,NaN
"373354",242,NaN,185,NaN,NaN,NaN,500,NaN,NaN,NaN
"373355",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,361
"373358",NaN,NaN,NaN,NaN,142,NaN,NaN,NaN,133,NaN
"373359",NaN,NaN,NaN,NaN,NaN,165,NaN,NaN,NaN,NaN
"373364",NaN,NaN,NaN,NaN,5,4153,362,NaN,NaN,4032
"373365",NaN,NaN,NaN,212,NaN,NaN,NaN,NaN,NaN,NaN
